age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
61.917174226483205,Private,211408.04584367844,Assoc-voc,10.906858795220883,Married-civ-spouse,Tech-support,Husband,White,Male,0.03271045414415266,-0.04636204553845796,39.84911151377007,United-States
44.936052705146395,Private,338104.9067612108,Bachelors,12.740202792686484,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0.06773754841086778,-0.16674504486017094,39.91391214097741,Philippines
22.953905264689947,Private,38251.026771485806,HS-grad,8.995257440606286,Never-married,Other-service,Own-child,White,Female,0.1036773297453342,0.1895933252908672,39.954282091322945,United-States
28.86756449667474,Local-gov,152460.9091507887,Bachelors,12.928052991508252,Never-married,Tech-support,Not-in-family,White,Female,-0.2312553575038727,-0.0018853974131185732,41.96543932459673,United-States
41.94838924627661,Federal-gov,178073.94975811627,Masters,14.160941845835483,Married-civ-spouse,Adm-clerical,Wife,White,Female,-0.1279399878269717,1902.139878181569,40.0017889774781,United-States
38.07701848427916,Private,179117.04565612896,Assoc-acdm,12.05237101624131,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10520.145813927247,0.035009578218476604,50.01897357420882,United-States
18.06579524987428,Private,28647.94064644604,11th,7.166434022563597,Never-married,Other-service,Other-relative,White,Female,0.1449639920728842,-0.15801893639934766,40.10249500304099,United-States
42.98838191787765,Private,177054.0759432635,HS-grad,8.860454340977055,Married-civ-spouse,Transport-moving,Husband,White,Male,0.19957099966215752,0.07388489646203633,60.046842116991115,United-States
52.12207554747154,Federal-gov,221531.99876747665,Bachelors,13.049816652285664,Married-civ-spouse,Protective-serv,Husband,White,Male,0.05236722562676497,0.08705240562799016,44.91134185148194,United-States
29.044122456840977,Private,236937.94142393357,Assoc-acdm,11.700033617834695,Divorced,Craft-repair,Unmarried,White,Female,0.05563392365805264,-0.14413882060339606,38.10325882860182,United-States
50.96544203959598,Private,202956.0003246151,Assoc-voc,10.846844181037634,Married-civ-spouse,Sales,Husband,White,Male,-0.11311962134249587,0.061238040052252155,40.02993250102569,United-States
18.156588381643317,,184416.01561940552,10th,5.902626151664015,Never-married,,Own-child,Black,Male,0.06891584991809623,-0.16767991510874528,30.014030360494715,United-States
30.907140294903254,Private,141816.8812101766,Bachelors,12.999304661522729,Married-civ-spouse,Other-service,Husband,White,Male,0.03461042613821497,0.009598382132077643,40.06939985914243,
32.95535540517725,State-gov,292317.065942011,9th,5.0063045681557,Married-civ-spouse,Farming-fishing,Husband,White,Male,-0.01486221197772343,-0.010632212979264394,39.96368229863337,United-States
38.936257642098326,Private,97135.95721433185,HS-grad,9.114414226967236,Never-married,Machine-op-inspct,Unmarried,Black,Female,0.030210663850622634,0.026734517393758622,40.07069902885029,United-States
