age,workclass,fnlwgt,education,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,native-country
62,Private,211999.4637460539,Assoc-voc,11.089005472803892,Married-civ-spouse,Tech-support,Husband,White,Male,-607.9096408451637,-4.330643729780068,39.33701176067372,United-States
45,Private,336294.2132563587,Bachelors,12.95095861900718,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,-442.67310495815815,-9.832788215950192,39.616708008629885,Philippines
23,Private,37781.062933131885,HS-grad,8.917586642229688,Never-married,Other-service,Own-child,White,Female,717.285847427322,43.38282775290287,39.767922836050964,United-States
29,Local-gov,159571.39928160456,Bachelors,13.235917677522218,Never-married,Tech-support,Not-in-family,White,Female,0.5915102790888778,9.585495933628343,41.66267472465047,United-States
42,Federal-gov,173852.67759358333,Masters,14.116532406145357,Married-civ-spouse,Adm-clerical,Wife,White,Female,-248.56904751447598,1870.4033906279892,40.14188615511541,United-States
38,Private,190923.40193065032,Assoc-acdm,12.08081307074898,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10091.227753474745,16.91210321044503,49.61731237303903,United-States
18,Private,28063.716559498556,11th,7.103941819241489,Never-married,Other-service,Other-relative,White,Female,-51.347210093126506,4.3897455817204145,38.25048694470627,United-States
43,Private,170840.8933790963,HS-grad,8.939419810715199,Married-civ-spouse,Transport-moving,Husband,White,Male,-404.86299294251495,5.0151800715765145,60.300545538823854,United-States
52,Federal-gov,211265.4952387536,Bachelors,12.938426858108357,Married-civ-spouse,Protective-serv,Husband,White,Male,-53.06437067491121,-12.538161726834348,44.95978322764251,United-States
29,Private,235926.19093905168,Assoc-acdm,11.95459704368828,Divorced,Craft-repair,Unmarried,White,Female,-1032.9405039412013,12.627846548670146,38.21171814597307,United-States
51,Private,199959.35034516774,Assoc-voc,10.887363118554513,Married-civ-spouse,Sales,Husband,White,Male,372.77596866007707,57.958092723245535,40.772272265155905,United-States
18,,190709.42038759464,10th,5.836822630160256,Never-married,,Own-child,Black,Male,-25.89057800015397,1.0790147395128147,31.435215807880105,United-States
31,Private,139165.91603187085,Bachelors,12.877956076629669,Married-civ-spouse,Other-service,Husband,White,Male,-381.0746549990923,17.07749299850598,39.2862234265376,
33,State-gov,295190.5863755451,9th,5.038511236181935,Married-civ-spouse,Farming-fishing,Husband,White,Male,435.98777223377135,-10.789200628123305,39.96589692822217,United-States
39,Private,99665.95595447996,HS-grad,8.877768426183113,Never-married,Machine-op-inspct,Unmarried,Black,Female,-638.4747227483218,-14.191524828769278,39.566691304223745,United-States
30,Private,144248.0620233149,HS-grad,9.092712423812308,Never-married,Other-service,Not-in-family,White,Male,530.350408072326,17.722544274361354,30.51244781098339,United-States
61,Private,97411.91695986754,Some-college,9.869462972608481,Married-civ-spouse,Tech-support,Husband,White,Male,14338.416939935752,-0.7115303119238319,18.041309148919563,United-States
40,Private,143164.2576162861,HS-grad,9.129716520471346,Married-civ-spouse,Exec-managerial,Husband,White,Male,-0.9055541243497376,8.172234402174551,49.61002955310044,United-States
29,Self-emp-not-inc,165938.64845324462,HS-grad,9.083782836077699,Married-civ-spouse,Craft-repair,Husband,White,Male,-270.5575536183792,-4.299462768407023,39.647534582726216,United-States
29,Private,225595.460492961,HS-grad,8.924556945236086,Divorced,Exec-managerial,Not-in-family,White,Female,74.0495289608749,-5.525206895121878,40.38283169922189,United-States
39,Private,112215.25890172423,Masters,14.102002193863223,Married-civ-spouse,Sales,Husband,White,Male,-383.78139445983635,1972.044691596034,55.480933985372054,United-States
33,Private,156583.07500849303,HS-grad,8.999963529757322,Never-married,Machine-op-inspct,Unmarried,White,Male,-254.07351191869742,21.562584704408053,39.84866073901215,United-States
36,Private,131157.13966026207,HS-grad,8.778996452891178,Divorced,Machine-op-inspct,Unmarried,White,Male,639.9536484742551,-40.00293709065047,40.252775448481806,United-States
64,Private,186558.47360917306,Prof-school,15.028857248638332,Married-civ-spouse,Exec-managerial,Husband,White,Male,-420.23276111088256,21.438437416517935,59.310704034669584,United-States
22,Private,171529.41042785047,HS-grad,8.960234767133427,Never-married,Handlers-cleaners,Unmarried,White,Male,148.1773424155691,1970.712560247762,45.51477864234997,United-States
52,Self-emp-not-inc,35661.92873403706,HS-grad,9.070158557724909,Married-civ-spouse,Farming-fishing,Husband,White,Male,-583.2031495064707,1915.6679819851818,59.84964291396936,United-States
52,Self-emp-not-inc,148158.12504071812,HS-grad,9.091386063695287,Divorced,Sales,Unmarried,Black,Male,492.72062598406836,-34.626179554245915,40.44008555380519,United-States
54,Self-emp-not-inc,83264.65892150716,Assoc-voc,11.084653622303623,Married-civ-spouse,Tech-support,Other-relative,White,Female,-355.72105181219155,-4.671913895349811,9.775392961929217,United-States
27,Private,221424.4210138159,Bachelors,12.968027584810688,Never-married,Sales,Not-in-family,White,Female,343.70560635905616,-35.54651183360167,38.43836210844984,United-States
49,Private,138120.16531184464,HS-grad,9.124279302508496,Married-civ-spouse,Craft-repair,Husband,White,Male,7330.363104802904,-1.096086859847731,40.46897401186467,United-States
22,,186636.72021398591,Some-college,10.08700955970734,Never-married,,Own-child,White,Male,-43.903282100629184,-6.420270114615231,64.4281086841455,United-States
31,State-gov,145979.97780665863,Masters,14.041822206256615,Never-married,Adm-clerical,Not-in-family,White,Male,-188.44459279064068,-23.274769335524972,25.39687741359298,United-States
40,Private,202192.12901154818,11th,6.978185272040557,Married-civ-spouse,Farming-fishing,Husband,White,Male,-711.5309049115559,6.418657035506878,39.691073357389264,United-States
49,Self-emp-not-inc,127773.74588237588,HS-grad,9.055154757947113,Married-civ-spouse,Exec-managerial,Husband,White,Male,87.36911769177627,45.4136648710068,35.527397126010925,United-States
35,Private,208184.97722019354,Some-college,9.962113111311327,Never-married,Handlers-cleaners,Own-child,Black,Male,-96.54826360653345,-32.702958371005145,39.69435840043295,United-States
20,,299807.4276505953,Some-college,10.129030998435487,Never-married,,Own-child,White,Female,44.048351648110504,1.803269755892039,36.17213829164295,United-States
20,Private,59162.24140185529,Some-college,10.048889730927673,Never-married,Sales,Not-in-family,White,Female,90.4192374840907,-0.18536036724676846,49.79659234279637,United-States
29,Private,82451.61656775125,HS-grad,9.003816822867105,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,-409.5283744127829,-5.903410131983767,40.65427531800083,Scotland
17,Private,156983.61978427044,12th,8.079253327733747,Never-married,Sales,Own-child,White,Female,544.623936614964,12.042352234532615,20.002804989980568,United-States
39,State-gov,24980.487345768393,Some-college,10.147109375619271,Divorced,Adm-clerical,Unmarried,White,Female,-466.781360370876,-16.904155854649822,34.536293630024225,United-States
33,Private,269056.9497781766,9th,4.916947028104689,Never-married,Sales,Unmarried,White,Female,137.69976521904422,17.43513759334404,40.33948964305024,United-States
35,Federal-gov,488930.1294097043,Bachelors,12.989223648587854,Married-civ-spouse,Exec-managerial,Husband,White,Male,558.0874057417259,26.845168258186646,39.34920604000651,United-States
31,Private,382215.9502506491,HS-grad,8.949506425663758,Never-married,Machine-op-inspct,Own-child,Black,Male,750.4574686941993,2.4185171792728215,40.304092496224065,United-States
